sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:01:34;4.00;;;1.37;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:04:02;6.27;;;1.50;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:06:29;3.27;;;1.33;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:08:58;9.10;;;1.50;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:11:25;9.13;;;1.60;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:13:53;4.83;;;1.50;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:16:21;5.83;;;1.40;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:18:49;4.00;;;1.30;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:21:17;5.00;;;1.37;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:23:45;6.43;;;1.20;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:26:13;4.43;;;1.30;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:28:41;4.63;;;1.43;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:31:09;5.07;;;1.40;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:33:37;5.40;;;1.20;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:36:05;5.23;;;1.43;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:38:33;3.70;;;1.30;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:41:00;4.63;;;1.33;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:43:28;8.93;;;1.57;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:45:56;5.77;;;1.70;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:48:23;4.97;;;1.50;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:50:51;7.43;;;1.63;;
16422;SDS011;8320;57.456;-2.377;2019-03-26T00:53:19;2.97;;;1.33;;
