sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:01:58;1.10;;;1.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:04:27;1.50;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:06:58;1.67;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:09:29;1.67;;;1.20;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:12:02;1.77;;;1.07;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:14:30;1.50;;;1.33;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:17:03;1.60;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:19:37;1.73;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:22:08;2.30;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:24:42;3.13;;;1.93;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:27:11;2.73;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:29:44;2.13;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:32:14;2.00;;;1.57;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:34:43;1.70;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:37:15;3.63;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:39:46;1.80;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:44:48;2.37;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:47:19;2.33;;;1.53;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:49:49;2.33;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:52:20;1.77;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:54:49;1.50;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T00:57:22;1.67;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:02:30;2.27;;;1.53;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:04:59;2.20;;;2.00;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:07:28;1.60;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:09:57;2.67;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:12:25;2.37;;;1.77;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:14:53;1.67;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:17:23;1.73;;;1.33;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:19:52;2.47;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:22:21;1.30;;;1.20;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:24:49;2.23;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:27:18;1.67;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:29:46;2.80;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:32:14;1.57;;;1.47;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:34:42;2.27;;;1.63;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:37:10;2.00;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:39:39;1.97;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:42:07;1.40;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:44:35;1.60;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:47:03;13.37;;;2.17;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:49:31;2.07;;;1.77;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:51:59;1.53;;;1.43;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:54:28;1.83;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:56:56;2.00;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T01:59:24;1.90;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:01:52;2.53;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:04:20;2.93;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:06:49;3.77;;;1.93;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:09:17;2.33;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:11:46;2.90;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:14:14;2.00;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:16:42;3.03;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:19:11;2.20;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:21:39;2.20;;;1.67;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:24:07;2.20;;;1.97;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:26:35;2.90;;;2.00;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:29:04;2.77;;;1.67;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:31:32;1.93;;;1.77;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:33:59;3.47;;;1.87;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:36:28;2.33;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:38:56;3.00;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:41:24;3.07;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:43:52;2.10;;;1.83;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:46:21;2.17;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:48:49;2.07;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:51:17;2.43;;;1.63;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:53:45;2.23;;;1.43;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:56:13;1.83;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T02:58:41;2.30;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:01:09;1.93;;;1.73;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:03:38;4.27;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:06:06;3.00;;;1.83;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:08:34;2.03;;;1.83;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:11:02;1.80;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:13:30;2.03;;;1.83;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:15:58;2.63;;;2.00;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:18:27;2.37;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:20:55;1.77;;;1.67;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:23:23;3.10;;;1.77;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:25:51;2.00;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:28:19;1.77;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:30:47;2.10;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:33:15;2.10;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:35:44;2.07;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:38:12;1.80;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:40:40;1.70;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:43:08;5.10;;;1.63;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:45:36;1.53;;;1.43;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:48:04;3.90;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:50:32;2.27;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:53:01;2.23;;;2.03;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:55:29;1.83;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T03:57:57;2.43;;;1.87;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:00:25;2.30;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:02:53;3.13;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:05:22;2.07;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:07:50;1.70;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:10:19;2.37;;;1.93;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:12:47;2.00;;;1.87;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:15:15;2.63;;;1.87;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:17:43;3.97;;;2.00;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:20:11;2.00;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:22:39;2.03;;;1.83;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:25:07;4.77;;;2.23;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:27:36;2.40;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:30:05;2.40;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:32:33;2.10;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:35:02;3.63;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:37:30;2.10;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:39:58;4.37;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:42:26;3.00;;;2.27;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:44:54;3.40;;;2.27;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:47:23;2.40;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:49:51;3.57;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:52:20;3.30;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:54:47;2.50;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:57:15;2.33;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T04:59:43;5.80;;;2.23;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:02:11;2.80;;;2.07;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:04:40;3.80;;;2.23;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:07:08;4.70;;;2.43;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:09:37;2.30;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:12:05;2.60;;;2.17;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:14:33;5.97;;;2.47;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:17:01;2.93;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:19:30;4.60;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:21:58;4.90;;;2.27;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:24:26;2.43;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:26:54;3.13;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:29:22;3.83;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:31:50;2.30;;;2.07;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:34:18;7.53;;;2.53;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:36:47;2.83;;;2.27;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:39:14;3.40;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:41:43;4.17;;;2.33;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:44:11;2.60;;;1.87;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:46:39;2.90;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:49:07;3.23;;;2.33;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:51:35;3.77;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:54:03;2.97;;;2.13;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:56:31;3.73;;;2.27;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T05:59:00;2.67;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:01:28;3.47;;;2.00;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:03:56;3.07;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:06:24;3.77;;;2.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:08:52;4.43;;;2.47;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:11:20;3.73;;;2.10;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:13:48;2.83;;;2.27;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:16:16;3.30;;;2.00;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:21:34;3.70;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:24:02;3.70;;;2.60;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:26:31;3.63;;;2.40;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:28:59;4.37;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-06-24T06:31:27;3.47;;;2.23;;
