sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:01:36;10.50;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:04:04;10.60;93.70
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:06:32;10.60;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:09:00;10.60;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:11:28;10.70;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:13:57;10.70;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:16:24;10.70;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:18:51;10.70;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:21:19;10.70;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:23:46;10.70;93.50
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:26:14;10.60;93.30
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:28:42;10.60;93.20
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:31:10;10.50;93.20
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:33:38;10.40;93.20
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:36:05;10.40;93.20
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:38:32;10.40;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:41:00;10.40;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:43:27;10.40;93.70
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:45:55;10.50;93.80
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:48:22;10.50;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:50:50;10.50;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:53:17;10.50;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:55:45;10.60;93.60
5332;DHT22;3121;57.138;-2.077;2017-12-20T00:58:12;10.60;93.50
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:00:40;10.50;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:03:07;10.50;93.50
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:05:35;10.50;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:08:03;10.50;93.70
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:10:30;10.50;93.50
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:12:58;10.40;93.40
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:15:26;10.40;93.30
5332;DHT22;3121;57.138;-2.077;2017-12-20T01:17:54;10.30;93.60
