sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:02:29;8.60;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:05:03;8.60;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:07:32;8.60;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:10:01;8.50;91.40
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:12:31;8.50;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:15:00;8.50;91.40
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:17:29;8.50;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:19:58;8.50;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:22:27;8.40;91.60
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:24:56;8.40;91.70
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:27:25;8.40;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:29:53;8.40;91.40
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:32:22;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:34:52;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:37:21;8.40;91.40
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:39:51;8.40;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:42:20;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:44:49;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:47:18;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:49:48;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:52:17;8.40;91.40
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:54:47;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:57:17;8.40;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T00:59:47;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:02:16;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:04:47;8.30;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:07:18;8.30;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:09:48;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:12:22;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:14:53;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:17:23;8.40;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:19:52;8.40;90.80
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:22:22;8.40;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:24:52;8.30;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:27:23;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:29:52;8.40;90.90
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:32:21;8.30;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:34:50;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:37:19;8.30;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:39:47;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:42:16;8.40;91.50
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:44:45;8.40;91.30
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:47:14;8.30;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:49:43;8.30;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:52:12;8.30;91.40
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:54:41;8.30;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:57:10;8.40;91.20
22619;DHT22;11476;57.159;-2.107;2019-04-12T01:59:39;8.40;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:02:08;8.40;91.10
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:04:37;8.40;91.00
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:07:06;8.40;90.90
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:09:35;8.30;90.60
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:12:04;8.30;90.70
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:14:35;8.30;90.90
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:17:05;8.30;90.90
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:19:34;8.20;91.00
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:22:03;8.20;91.00
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:24:32;8.20;91.00
22619;DHT22;11476;57.159;-2.107;2019-04-12T02:27:01;8.30;90.60
