sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
15093;BME280;7647;56.963;-2.211;2019-03-21T00:00:55;101982.64;;;11.40;98.87
15093;BME280;7647;56.963;-2.211;2019-03-21T00:03:23;101982.13;;;11.40;98.86
15093;BME280;7647;56.963;-2.211;2019-03-21T00:05:51;101984.84;;;11.40;98.77
15093;BME280;7647;56.963;-2.211;2019-03-21T00:08:18;101992.10;;;11.40;98.64
15093;BME280;7647;56.963;-2.211;2019-03-21T00:13:36;102000.69;;;11.39;98.47
15093;BME280;7647;56.963;-2.211;2019-03-21T00:16:07;102003.05;;;11.38;98.37
15093;BME280;7647;56.963;-2.211;2019-03-21T00:18:34;101990.38;;;11.39;98.27
15093;BME280;7647;56.963;-2.211;2019-03-21T00:21:02;101989.87;;;11.39;98.06
15093;BME280;7647;56.963;-2.211;2019-03-21T00:23:29;101997.98;;;11.39;98.07
15093;BME280;7647;56.963;-2.211;2019-03-21T00:25:57;101993.45;;;11.40;97.98
15093;BME280;7647;56.963;-2.211;2019-03-21T00:28:24;101998.36;;;11.40;97.80
15093;BME280;7647;56.963;-2.211;2019-03-21T00:30:52;102001.77;;;11.42;97.61
15093;BME280;7647;56.963;-2.211;2019-03-21T00:33:19;101989.47;;;11.44;97.42
15093;BME280;7647;56.963;-2.211;2019-03-21T00:35:47;101985.27;;;11.45;97.19
15093;BME280;7647;56.963;-2.211;2019-03-21T00:38:14;101992.41;;;11.46;96.99
15093;BME280;7647;56.963;-2.211;2019-03-21T00:40:44;101996.09;;;11.45;96.90
15093;BME280;7647;56.963;-2.211;2019-03-21T00:43:12;102007.29;;;11.46;96.84
15093;BME280;7647;56.963;-2.211;2019-03-21T00:45:39;102003.23;;;11.46;96.74
15093;BME280;7647;56.963;-2.211;2019-03-21T00:48:09;102019.47;;;11.46;96.62
15093;BME280;7647;56.963;-2.211;2019-03-21T00:50:37;102026.58;;;11.47;96.60
15093;BME280;7647;56.963;-2.211;2019-03-21T00:53:04;102020.09;;;11.44;96.52
15093;BME280;7647;56.963;-2.211;2019-03-21T00:55:38;102018.38;;;11.43;96.56
15093;BME280;7647;56.963;-2.211;2019-03-21T00:58:02;102009.19;;;11.40;96.55
15093;BME280;7647;56.963;-2.211;2019-03-21T01:00:33;102010.16;;;11.39;96.68
15093;BME280;7647;56.963;-2.211;2019-03-21T01:03:01;102014.79;;;11.33;96.70
15093;BME280;7647;56.963;-2.211;2019-03-21T01:05:29;102013.02;;;11.38;96.69
15093;BME280;7647;56.963;-2.211;2019-03-21T01:07:56;102001.34;;;11.37;96.72
15093;BME280;7647;56.963;-2.211;2019-03-21T01:10:29;102001.97;;;11.35;96.76
15093;BME280;7647;56.963;-2.211;2019-03-21T01:12:56;101994.00;;;11.34;96.81
15093;BME280;7647;56.963;-2.211;2019-03-21T01:15:24;101992.65;;;11.34;96.91
15093;BME280;7647;56.963;-2.211;2019-03-21T01:17:52;101992.65;;;11.34;96.87
15093;BME280;7647;56.963;-2.211;2019-03-21T01:20:19;101994.12;;;11.32;96.91
15093;BME280;7647;56.963;-2.211;2019-03-21T01:22:47;101997.48;;;11.30;96.96
15093;BME280;7647;56.963;-2.211;2019-03-21T01:25:39;101994.77;;;11.30;97.06
15093;BME280;7647;56.963;-2.211;2019-03-21T01:28:03;101997.25;;;11.27;97.16
15093;BME280;7647;56.963;-2.211;2019-03-21T01:30:31;101995.05;;;11.27;97.21
15093;BME280;7647;56.963;-2.211;2019-03-21T01:32:58;102004.51;;;11.27;97.28
15093;BME280;7647;56.963;-2.211;2019-03-21T01:35:26;101993.31;;;11.26;97.30
15093;BME280;7647;56.963;-2.211;2019-03-21T01:37:53;102001.66;;;11.28;97.20
15093;BME280;7647;56.963;-2.211;2019-03-21T01:40:27;101991.69;;;11.29;97.02
15093;BME280;7647;56.963;-2.211;2019-03-21T01:42:54;101997.95;;;11.29;97.06
15093;BME280;7647;56.963;-2.211;2019-03-21T01:45:23;101988.48;;;11.29;96.98
15093;BME280;7647;56.963;-2.211;2019-03-21T01:47:52;101989.83;;;11.29;96.92
15093;BME280;7647;56.963;-2.211;2019-03-21T01:50:26;101990.72;;;11.30;96.89
15093;BME280;7647;56.963;-2.211;2019-03-21T01:52:50;101995.47;;;11.32;96.79
15093;BME280;7647;56.963;-2.211;2019-03-21T01:55:18;101988.71;;;11.32;96.72
15093;BME280;7647;56.963;-2.211;2019-03-21T01:57:45;101993.04;;;11.29;96.74
15093;BME280;7647;56.963;-2.211;2019-03-21T02:00:22;101982.60;;;11.30;96.68
15093;BME280;7647;56.963;-2.211;2019-03-21T02:02:48;102002.00;;;11.29;96.66
15093;BME280;7647;56.963;-2.211;2019-03-21T02:05:15;101995.39;;;11.28;96.69
15093;BME280;7647;56.963;-2.211;2019-03-21T02:07:43;102003.51;;;11.28;96.73
15093;BME280;7647;56.963;-2.211;2019-03-21T02:10:14;102011.89;;;11.25;96.74
15093;BME280;7647;56.963;-2.211;2019-03-21T02:12:42;102018.65;;;11.25;96.78
15093;BME280;7647;56.963;-2.211;2019-03-21T02:15:14;102019.27;;;11.23;96.80
15093;BME280;7647;56.963;-2.211;2019-03-21T02:17:42;102016.56;;;11.23;96.83
15093;BME280;7647;56.963;-2.211;2019-03-21T02:20:22;102023.48;;;11.21;96.82
15093;BME280;7647;56.963;-2.211;2019-03-21T02:22:46;102033.21;;;11.18;96.85
15093;BME280;7647;56.963;-2.211;2019-03-21T02:25:33;102035.80;;;11.20;96.85
15093;BME280;7647;56.963;-2.211;2019-03-21T02:28:01;102034.06;;;11.19;96.84
15093;BME280;7647;56.963;-2.211;2019-03-21T02:30:43;102032.98;;;11.16;96.82
15093;BME280;7647;56.963;-2.211;2019-03-21T02:33:22;102030.54;;;11.13;96.92
15093;BME280;7647;56.963;-2.211;2019-03-21T02:35:49;102038.30;;;11.12;97.06
15093;BME280;7647;56.963;-2.211;2019-03-21T02:38:17;102029.11;;;11.08;97.20
15093;BME280;7647;56.963;-2.211;2019-03-21T02:40:46;102026.55;;;11.07;97.25
15093;BME280;7647;56.963;-2.211;2019-03-21T02:43:13;102035.62;;;11.06;97.27
15093;BME280;7647;56.963;-2.211;2019-03-21T02:45:41;102037.63;;;11.04;97.39
15093;BME280;7647;56.963;-2.211;2019-03-21T02:48:08;102043.16;;;11.02;97.52
15093;BME280;7647;56.963;-2.211;2019-03-21T02:50:38;102053.27;;;11.00;97.63
15093;BME280;7647;56.963;-2.211;2019-03-21T02:53:06;102040.36;;;10.98;97.67
15093;BME280;7647;56.963;-2.211;2019-03-21T02:55:33;102050.83;;;10.97;97.72
15093;BME280;7647;56.963;-2.211;2019-03-21T02:58:01;102055.38;;;10.97;97.83
15093;BME280;7647;56.963;-2.211;2019-03-21T03:00:33;102039.27;;;10.95;97.84
15093;BME280;7647;56.963;-2.211;2019-03-21T03:03:03;102043.98;;;10.93;97.92
15093;BME280;7647;56.963;-2.211;2019-03-21T03:05:31;102040.55;;;10.91;98.04
15093;BME280;7647;56.963;-2.211;2019-03-21T03:07:59;102044.95;;;10.92;97.99
15093;BME280;7647;56.963;-2.211;2019-03-21T03:10:41;102037.60;;;10.89;98.11
15093;BME280;7647;56.963;-2.211;2019-03-21T03:13:08;102040.80;;;10.88;98.23
15093;BME280;7647;56.963;-2.211;2019-03-21T03:15:37;102037.52;;;10.84;98.37
15093;BME280;7647;56.963;-2.211;2019-03-21T03:18:06;102032.26;;;10.83;98.47
15093;BME280;7647;56.963;-2.211;2019-03-21T03:20:34;102038.77;;;10.80;98.65
15093;BME280;7647;56.963;-2.211;2019-03-21T03:23:02;102040.63;;;10.80;98.75
15093;BME280;7647;56.963;-2.211;2019-03-21T03:25:29;102059.16;;;10.79;98.79
15093;BME280;7647;56.963;-2.211;2019-03-21T03:28:20;102065.21;;;10.77;98.91
15093;BME280;7647;56.963;-2.211;2019-03-21T03:31:07;102071.11;;;10.76;99.06
15093;BME280;7647;56.963;-2.211;2019-03-21T03:33:35;102076.98;;;10.76;99.10
15093;BME280;7647;56.963;-2.211;2019-03-21T03:36:02;102070.87;;;10.74;99.16
15093;BME280;7647;56.963;-2.211;2019-03-21T03:38:30;102083.03;;;10.74;99.30
15093;BME280;7647;56.963;-2.211;2019-03-21T03:41:06;102088.79;;;10.75;99.36
15093;BME280;7647;56.963;-2.211;2019-03-21T03:43:33;102083.03;;;10.74;99.41
15093;BME280;7647;56.963;-2.211;2019-03-21T03:46:01;102080.69;;;10.75;99.48
15093;BME280;7647;56.963;-2.211;2019-03-21T03:48:28;102085.83;;;10.78;99.57
15093;BME280;7647;56.963;-2.211;2019-03-21T03:50:56;102088.53;;;10.78;99.49
15093;BME280;7647;56.963;-2.211;2019-03-21T03:53:24;102078.46;;;10.80;99.35
15093;BME280;7647;56.963;-2.211;2019-03-21T03:55:51;102087.53;;;10.79;99.25
15093;BME280;7647;56.963;-2.211;2019-03-21T03:58:38;102091.09;;;10.79;99.23
15093;BME280;7647;56.963;-2.211;2019-03-21T04:01:02;102083.98;;;10.78;99.20
15093;BME280;7647;56.963;-2.211;2019-03-21T04:03:29;102101.05;;;10.79;99.25
15093;BME280;7647;56.963;-2.211;2019-03-21T04:05:57;102099.70;;;10.79;99.31
15093;BME280;7647;56.963;-2.211;2019-03-21T04:08:24;102088.53;;;10.78;99.29
15093;BME280;7647;56.963;-2.211;2019-03-21T04:10:54;102081.42;;;10.77;99.29
15093;BME280;7647;56.963;-2.211;2019-03-21T04:13:22;102078.34;;;10.76;99.28
15093;BME280;7647;56.963;-2.211;2019-03-21T04:15:49;102070.23;;;10.76;99.30
15093;BME280;7647;56.963;-2.211;2019-03-21T04:18:19;102082.04;;;10.75;99.32
15093;BME280;7647;56.963;-2.211;2019-03-21T04:20:56;102066.44;;;10.73;99.30
15093;BME280;7647;56.963;-2.211;2019-03-21T04:23:24;102081.80;;;10.72;99.36
15093;BME280;7647;56.963;-2.211;2019-03-21T04:25:57;102080.45;;;10.72;99.39
15093;BME280;7647;56.963;-2.211;2019-03-21T04:28:25;102079.23;;;10.71;99.50
15093;BME280;7647;56.963;-2.211;2019-03-21T04:30:52;102074.83;;;10.70;99.65
15093;BME280;7647;56.963;-2.211;2019-03-21T04:33:20;102077.53;;;10.70;99.73
15093;BME280;7647;56.963;-2.211;2019-03-21T04:35:47;102078.50;;;10.69;99.70
15093;BME280;7647;56.963;-2.211;2019-03-21T04:38:15;102071.75;;;10.69;99.75
15093;BME280;7647;56.963;-2.211;2019-03-21T04:40:42;102082.20;;;10.68;99.85
15093;BME280;7647;56.963;-2.211;2019-03-21T04:43:10;102091.16;;;10.68;99.90
15093;BME280;7647;56.963;-2.211;2019-03-21T04:45:37;102098.77;;;10.69;99.83
15093;BME280;7647;56.963;-2.211;2019-03-21T04:48:05;102099.27;;;10.68;99.87
15093;BME280;7647;56.963;-2.211;2019-03-21T04:50:37;102103.67;;;10.69;99.87
15093;BME280;7647;56.963;-2.211;2019-03-21T04:53:04;102105.66;;;10.67;99.94
15093;BME280;7647;56.963;-2.211;2019-03-21T04:55:32;102106.52;;;10.68;99.93
15093;BME280;7647;56.963;-2.211;2019-03-21T04:57:59;102109.22;;;10.68;99.96
15093;BME280;7647;56.963;-2.211;2019-03-21T05:00:38;102098.53;;;10.66;99.95
15093;BME280;7647;56.963;-2.211;2019-03-21T05:03:11;102096.82;;;10.65;99.92
15093;BME280;7647;56.963;-2.211;2019-03-21T05:05:38;102101.98;;;10.63;99.93
15093;BME280;7647;56.963;-2.211;2019-03-21T05:08:06;102107.03;;;10.62;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:10:33;102108.03;;;10.60;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:13:01;102113.05;;;10.59;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:15:39;102115.39;;;10.58;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:20:46;102122.79;;;10.56;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:23:13;102119.70;;;10.55;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:25:41;102123.40;;;10.54;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:28:08;102128.91;;;10.53;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:30:51;102125.86;;;10.52;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:33:18;102130.55;;;10.50;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:35:46;102140.47;;;10.49;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:38:14;102137.55;;;10.47;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:40:41;102141.36;;;10.44;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:43:18;102146.88;;;10.43;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:45:42;102150.57;;;10.42;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:48:09;102156.22;;;10.39;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:50:37;102152.31;;;10.37;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:53:05;102159.06;;;10.37;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:55:32;102143.47;;;10.35;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T05:58:00;102168.13;;;10.36;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:00:36;102179.92;;;10.35;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:03:11;102184.83;;;10.35;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:05:36;102196.48;;;10.36;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:08:16;102192.83;;;10.37;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:10:40;102194.17;;;10.37;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:13:08;102192.69;;;10.39;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:15:39;102187.17;;;10.40;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:21:00;102178.93;;;10.42;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:28:32;102191.94;;;10.48;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:31:00;102199.90;;;10.49;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:33:27;102187.13;;;10.51;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:35:55;102187.38;;;10.54;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:38:22;102195.73;;;10.56;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:40:50;102204.91;;;10.59;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:43:17;102207.35;;;10.63;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:45:45;102192.73;;;10.65;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:48:12;102209.20;;;10.68;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:50:40;102209.94;;;10.70;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:53:07;102214.34;;;10.71;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:55:35;102220.00;;;10.73;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T06:58:03;102228.81;;;10.75;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T07:00:30;102239.52;;;10.77;100.00
15093;BME280;7647;56.963;-2.211;2019-03-21T07:02:58;102240.23;;;10.79;99.98
15093;BME280;7647;56.963;-2.211;2019-03-21T07:05:25;102241.83;;;10.81;99.90
15093;BME280;7647;56.963;-2.211;2019-03-21T07:07:53;102243.53;;;10.82;99.81
15093;BME280;7647;56.963;-2.211;2019-03-21T07:10:20;102249.54;;;10.86;99.72
15093;BME280;7647;56.963;-2.211;2019-03-21T07:12:48;102249.92;;;10.87;99.54
15093;BME280;7647;56.963;-2.211;2019-03-21T07:15:15;102253.73;;;10.90;99.54
15093;BME280;7647;56.963;-2.211;2019-03-21T07:17:43;102262.94;;;10.93;99.39
