sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
22481;BME280;11407;56.963;-2.212;2019-03-12T00:01:27;100088.84;;;6.60;94.87
22481;BME280;11407;56.963;-2.212;2019-03-12T00:03:55;100078.70;;;6.56;95.42
22481;BME280;11407;56.963;-2.212;2019-03-12T00:06:23;100047.29;;;6.56;95.67
22481;BME280;11407;56.963;-2.212;2019-03-12T00:08:50;100010.89;;;6.53;95.92
22481;BME280;11407;56.963;-2.212;2019-03-12T00:11:18;100018.01;;;6.51;96.27
22481;BME280;11407;56.963;-2.212;2019-03-12T00:13:45;100021.77;;;6.47;96.69
22481;BME280;11407;56.963;-2.212;2019-03-12T00:16:13;99997.28;;;6.48;96.88
22481;BME280;11407;56.963;-2.212;2019-03-12T00:18:40;100004.64;;;6.48;96.90
22481;BME280;11407;56.963;-2.212;2019-03-12T00:21:08;99974.09;;;6.49;96.85
22481;BME280;11407;56.963;-2.212;2019-03-12T00:23:35;99968.70;;;6.45;97.03
22481;BME280;11407;56.963;-2.212;2019-03-12T00:26:03;99967.19;;;6.48;97.21
22481;BME280;11407;56.963;-2.212;2019-03-12T00:28:30;99953.16;;;6.49;97.33
22481;BME280;11407;56.963;-2.212;2019-03-12T00:30:58;99930.55;;;6.48;97.33
22481;BME280;11407;56.963;-2.212;2019-03-12T00:33:25;99927.69;;;6.45;97.43
22481;BME280;11407;56.963;-2.212;2019-03-12T00:35:53;99906.27;;;6.46;97.29
22481;BME280;11407;56.963;-2.212;2019-03-12T00:38:20;99885.58;;;6.48;97.39
22481;BME280;11407;56.963;-2.212;2019-03-12T00:40:48;99892.03;;;6.50;97.41
22481;BME280;11407;56.963;-2.212;2019-03-12T00:43:16;99883.23;;;6.51;97.48
22481;BME280;11407;56.963;-2.212;2019-03-12T00:45:43;99859.44;;;6.54;97.42
22481;BME280;11407;56.963;-2.212;2019-03-12T00:48:11;99842.19;;;6.51;97.62
22481;BME280;11407;56.963;-2.212;2019-03-12T00:50:38;99836.95;;;6.51;97.62
22481;BME280;11407;56.963;-2.212;2019-03-12T00:53:06;99832.30;;;6.49;97.78
22481;BME280;11407;56.963;-2.212;2019-03-12T00:55:33;99830.77;;;6.52;97.92
22481;BME280;11407;56.963;-2.212;2019-03-12T00:58:01;99814.25;;;6.52;98.15
22481;BME280;11407;56.963;-2.212;2019-03-12T01:00:28;99803.30;;;6.52;98.21
22481;BME280;11407;56.963;-2.212;2019-03-12T01:02:56;99772.26;;;6.53;98.28
22481;BME280;11407;56.963;-2.212;2019-03-12T01:05:23;99764.19;;;6.56;98.21
22481;BME280;11407;56.963;-2.212;2019-03-12T01:07:51;99753.81;;;6.55;98.21
22481;BME280;11407;56.963;-2.212;2019-03-12T01:10:18;99740.87;;;6.59;98.24
22481;BME280;11407;56.963;-2.212;2019-03-12T01:12:46;99734.69;;;6.60;98.25
22481;BME280;11407;56.963;-2.212;2019-03-12T01:15:13;99707.44;;;6.62;98.26
22481;BME280;11407;56.963;-2.212;2019-03-12T01:17:41;99685.32;;;6.61;98.21
22481;BME280;11407;56.963;-2.212;2019-03-12T01:20:10;99669.03;;;6.63;98.19
22481;BME280;11407;56.963;-2.212;2019-03-12T01:22:38;99625.48;;;6.62;98.16
22481;BME280;11407;56.963;-2.212;2019-03-12T01:25:07;99624.27;;;6.60;98.18
22481;BME280;11407;56.963;-2.212;2019-03-12T01:27:35;99619.89;;;6.61;98.18
22481;BME280;11407;56.963;-2.212;2019-03-12T01:30:08;99604.05;;;6.62;98.21
22481;BME280;11407;56.963;-2.212;2019-03-12T01:32:36;99592.18;;;6.64;98.18
22481;BME280;11407;56.963;-2.212;2019-03-12T01:35:05;99584.78;;;6.63;98.15
22481;BME280;11407;56.963;-2.212;2019-03-12T01:37:33;99581.58;;;6.65;98.23
22481;BME280;11407;56.963;-2.212;2019-03-12T01:40:00;99561.59;;;6.64;98.14
22481;BME280;11407;56.963;-2.212;2019-03-12T01:42:28;99548.73;;;6.67;98.23
22481;BME280;11407;56.963;-2.212;2019-03-12T01:44:55;99550.66;;;6.70;98.22
22481;BME280;11407;56.963;-2.212;2019-03-12T01:47:23;99523.50;;;6.71;98.27
22481;BME280;11407;56.963;-2.212;2019-03-12T01:49:50;99525.06;;;6.74;98.27
22481;BME280;11407;56.963;-2.212;2019-03-12T01:52:18;99523.04;;;6.72;98.16
22481;BME280;11407;56.963;-2.212;2019-03-12T01:54:45;99521.49;;;6.75;98.23
22481;BME280;11407;56.963;-2.212;2019-03-12T01:57:13;99490.30;;;6.77;98.26
