sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:00:17;12.20;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:02:50;12.10;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:05:18;12.10;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:07:46;12.10;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:10:15;12.00;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:12:43;12.00;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:15:11;12.00;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:17:41;11.90;93.10
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:20:09;12.00;93.10
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:22:39;12.00;93.00
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:25:07;12.00;93.00
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:27:35;11.90;93.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:30:06;11.90;93.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:32:34;11.80;93.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:35:02;11.80;93.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:37:30;11.70;93.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:39:58;11.60;93.50
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:42:27;11.70;93.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:44:55;11.70;93.10
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:47:23;11.60;93.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:49:51;11.60;93.00
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:52:19;11.60;92.90
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:54:47;11.70;92.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:57:15;11.70;92.60
15463;DHT22;7832;57.125;-2.102;2018-11-17T00:59:43;11.70;92.40
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:02:11;11.70;92.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:04:39;11.70;92.00
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:07:07;11.60;91.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:09:35;11.60;91.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:12:04;11.60;91.60
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:14:31;11.60;91.60
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:17:00;11.70;91.50
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:19:28;11.60;91.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:21:56;11.60;91.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:24:24;11.50;90.80
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:26:52;11.50;90.90
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:29:20;11.50;90.80
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:31:48;11.60;90.90
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:34:16;11.60;90.90
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:36:44;11.60;91.10
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:39:12;11.70;90.90
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:41:41;11.70;90.90
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:44:09;11.70;90.80
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:46:37;11.60;90.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:49:06;11.60;90.40
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:51:34;11.60;90.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:54:03;11.60;90.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:56:31;11.70;90.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T01:58:58;11.60;90.60
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:01:26;11.50;90.40
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:03:55;11.40;90.30
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:06:23;11.30;90.20
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:08:51;11.30;90.80
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:11:19;11.30;90.70
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:13:47;11.40;90.80
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:16:15;11.40;90.80
15463;DHT22;7832;57.125;-2.102;2018-11-17T02:18:43;11.30;90.70
