sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:01:31;64.03;;;11.43;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:03:58;44.60;;;8.23;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:06:27;51.40;;;10.53;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:08:54;46.63;;;8.23;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:11:22;52.83;;;10.30;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:13:49;54.63;;;9.70;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:16:17;32.43;;;6.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:18:45;51.23;;;7.70;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:21:13;44.73;;;8.77;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:23:40;49.13;;;8.60;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:26:08;44.37;;;6.40;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:28:35;44.43;;;8.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:31:03;45.57;;;8.43;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:33:30;39.00;;;9.07;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:35:58;64.33;;;10.03;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:38:25;54.73;;;10.30;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:40:53;41.90;;;9.50;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:43:21;41.87;;;10.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:45:49;29.70;;;7.33;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:48:16;51.60;;;9.67;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:50:44;42.00;;;8.60;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:53:11;42.43;;;6.90;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:55:39;42.87;;;6.83;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T00:58:07;44.20;;;8.07;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:00:35;38.33;;;7.00;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:03:03;31.30;;;5.87;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:05:30;37.13;;;8.30;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:07:59;67.80;;;9.97;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:10:26;43.40;;;7.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:12:54;50.70;;;7.30;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:15:21;49.37;;;8.10;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:17:49;39.97;;;7.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:20:16;33.07;;;6.60;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:22:44;36.10;;;7.73;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:25:11;28.20;;;5.67;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:27:39;44.00;;;7.83;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:30:06;34.17;;;8.10;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:32:34;33.43;;;6.40;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:35:02;25.17;;;5.23;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:37:30;28.80;;;6.60;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:39:57;37.73;;;5.60;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:42:25;30.50;;;8.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:44:53;51.67;;;8.37;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:47:21;40.90;;;5.63;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:49:48;34.80;;;7.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:52:16;28.40;;;6.53;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:54:44;28.03;;;5.57;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:57:12;32.90;;;6.10;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T01:59:39;21.43;;;4.27;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:02:07;40.07;;;7.57;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:04:34;41.60;;;8.33;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:07:02;29.77;;;6.03;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:09:29;23.73;;;6.10;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:11:57;35.10;;;7.17;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:14:24;26.43;;;6.43;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:16:52;35.23;;;6.33;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:19:19;33.73;;;8.13;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:21:47;46.37;;;9.00;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:24:15;36.90;;;8.13;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:26:42;33.20;;;8.63;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:29:10;54.27;;;7.90;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:31:37;48.30;;;8.37;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:34:05;41.93;;;8.50;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:36:32;41.97;;;7.70;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:39:00;45.00;;;8.90;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:41:27;34.47;;;6.20;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:43:55;40.53;;;8.50;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:46:22;44.33;;;8.80;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:48:50;53.80;;;12.50;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:51:17;49.50;;;8.47;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:53:45;43.67;;;7.63;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:56:12;43.00;;;8.60;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T02:58:41;34.13;;;6.63;;
5331;SDS011;3121;57.138;-2.077;2018-03-17T03:01:08;27.47;;;6.73;;
