sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:01:43;8.50;75.10
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:04:10;8.50;75.00
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:06:37;8.50;74.50
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:09:05;8.50;74.40
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:11:32;8.50;75.10
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:13:59;8.50;75.10
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:16:26;8.50;74.80
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:18:53;8.50;75.30
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:21:20;8.60;74.50
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:23:48;8.60;74.40
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:26:15;8.60;74.40
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:28:41;8.60;74.40
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:31:09;8.60;74.20
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:33:36;8.60;74.20
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:36:03;8.60;74.40
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:38:30;8.60;74.30
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:40:56;8.60;74.80
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:43:24;8.60;74.30
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:45:51;8.60;74.20
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:48:17;8.60;75.00
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:50:44;8.60;74.30
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:53:11;8.60;74.20
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:55:37;8.60;75.00
8555;DHT22;4315;57.146;-2.114;2018-04-07T00:58:04;8.60;76.00
8555;DHT22;4315;57.146;-2.114;2018-04-07T01:00:31;8.60;75.00
8555;DHT22;4315;57.146;-2.114;2018-04-07T01:02:58;8.60;74.90
8555;DHT22;4315;57.146;-2.114;2018-04-07T01:05:26;8.60;74.50
8555;DHT22;4315;57.146;-2.114;2018-04-07T01:07:54;8.70;74.70
8555;DHT22;4315;57.146;-2.114;2018-04-07T01:10:21;8.70;74.80
