sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:02:13;4.37;;;2.03;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:09:59;7.10;;;2.03;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:15:13;5.87;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:17:44;7.67;;;2.60;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:20:19;7.13;;;2.37;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:22:51;7.10;;;2.57;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:25:21;7.07;;;2.07;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:27:51;8.07;;;2.53;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:30:20;5.67;;;2.03;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:32:48;6.53;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:35:19;6.33;;;2.37;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:37:48;5.23;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:40:19;10.33;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:42:48;5.83;;;2.13;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:45:28;9.53;;;2.13;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T00:48:10;11.53;;;2.60;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T01:13:18;7.70;;;2.20;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T01:22:03;6.70;;;1.90;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T01:27:30;7.47;;;2.30;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T03:56:47;3.43;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T03:59:17;3.50;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:10:24;5.60;;;1.67;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:13:09;5.70;;;1.47;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:15:40;3.33;;;1.37;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:18:10;5.10;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:31:20;2.27;;;1.23;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:39:32;5.93;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:42:03;8.60;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:44:32;4.07;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:47:02;6.90;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:52:14;4.50;;;1.47;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T04:58:19;6.20;;;1.67;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:00:51;4.57;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:11:30;4.53;;;1.77;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:25:18;4.57;;;1.20;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:27:47;3.93;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:30:16;1.77;;;1.17;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:32:47;3.67;;;1.27;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:38:30;4.20;;;1.57;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:41:00;3.33;;;1.47;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:43:29;5.53;;;1.57;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:45:59;2.93;;;1.33;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:48:30;2.93;;;1.20;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:51:00;2.83;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:53:33;4.00;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:56:02;3.17;;;1.53;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T05:58:31;4.20;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:01:02;4.33;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:03:31;3.57;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:06:01;3.53;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:08:37;3.47;;;1.50;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:11:14;2.83;;;1.30;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:13:47;4.43;;;1.57;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T06:25:03;4.40;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:13:34;20.63;;;3.80;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:16:05;4.37;;;1.57;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:18:34;6.90;;;1.80;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:21:05;3.73;;;1.70;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:23:34;5.13;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:26:02;4.10;;;1.47;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:28:33;2.47;;;1.60;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:31:02;5.13;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T14:36:18;1.57;;;1.40;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T16:44:09;1.13;;;0.80;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T16:46:44;1.30;;;0.83;;
8554;SDS011;4315;57.146;-2.114;2018-09-06T16:49:14;2.80;;;0.80;;
